dataset,sequence,camera,frame_id,image_path,timestamp_seconds,x,y,z
KITTI_odometry,05,image_0,001282,sequences/05/image_0/001282.png,133.5935,215.3925,-10.97373,161.4786
KITTI_odometry,05,image_0,001283,sequences/05/image_0/001283.png,133.698,215.1984,-10.96038,160.9456
KITTI_odometry,05,image_0,001284,sequences/05/image_0/001284.png,133.8022,214.9994,-10.94702,160.43
KITTI_odometry,05,image_0,001285,sequences/05/image_0/001285.png,133.9066,214.7873,-10.93349,159.9232
KITTI_odometry,05,image_0,001286,sequences/05/image_0/001286.png,134.0111,214.5696,-10.92001,159.4398
KITTI_odometry,05,image_0,001287,sequences/05/image_0/001287.png,134.1155,214.3448,-10.90714,158.9757
KITTI_odometry,05,image_0,001288,sequences/05/image_0/001288.png,134.2201,214.1013,-10.89345,158.5183
KITTI_odometry,05,image_0,001289,sequences/05/image_0/001289.png,134.3246,213.854,-10.88161,158.0883
KITTI_odometry,05,image_0,001290,sequences/05/image_0/001290.png,134.4291,213.5738,-10.87084,157.6626
KITTI_odometry,05,image_0,001291,sequences/05/image_0/001291.png,134.5336,213.2918,-10.85991,157.2717
KITTI_odometry,05,image_0,001292,sequences/05/image_0/001292.png,134.6383,212.9713,-10.8497,156.8845
KITTI_odometry,05,image_0,001293,sequences/05/image_0/001293.png,134.7428,212.6605,-10.83876,156.5327
KITTI_odometry,05,image_0,001294,sequences/05/image_0/001294.png,134.8473,212.307,-10.82575,156.1823
KITTI_odometry,05,image_0,001295,sequences/05/image_0/001295.png,134.9519,211.9646,-10.8149,155.8733
KITTI_odometry,05,image_0,001296,sequences/05/image_0/001296.png,135.0564,211.5825,-10.80102,155.5602
KITTI_odometry,05,image_0,001297,sequences/05/image_0/001297.png,135.1607,211.2195,-10.79193,155.2895
KITTI_odometry,05,image_0,001298,sequences/05/image_0/001298.png,135.2653,210.8436,-10.77893,155.0445
KITTI_odometry,05,image_0,001299,sequences/05/image_0/001299.png,135.3695,210.4266,-10.76398,154.8054
KITTI_odometry,05,image_0,001300,sequences/05/image_0/001300.png,135.4739,210.0255,-10.74672,154.6096
KITTI_odometry,05,image_0,001301,sequences/05/image_0/001301.png,135.5783,209.5871,-10.72901,154.4097
KITTI_odometry,05,image_0,001302,sequences/05/image_0/001302.png,135.6826,209.163,-10.7171,154.2462
KITTI_odometry,05,image_0,001303,sequences/05/image_0/001303.png,135.787,208.6989,-10.70231,154.0845
KITTI_odometry,05,image_0,001304,sequences/05/image_0/001304.png,135.8913,208.2485,-10.68657,153.9687
KITTI_odometry,05,image_0,001305,sequences/05/image_0/001305.png,135.9955,207.7642,-10.66963,153.8571
KITTI_odometry,05,image_0,001306,sequences/05/image_0/001306.png,136.0997,207.2894,-10.65218,153.7789
KITTI_odometry,05,image_0,001307,sequences/05/image_0/001307.png,136.204,206.7991,-10.63405,153.7135
KITTI_odometry,05,image_0,001308,sequences/05/image_0/001308.png,136.3081,206.2808,-10.61406,153.6523
KITTI_odometry,05,image_0,001309,sequences/05/image_0/001309.png,136.4121,205.7617,-10.59467,153.6205
KITTI_odometry,05,image_0,001310,sequences/05/image_0/001310.png,136.5177,205.214,-10.57389,153.5906
KITTI_odometry,05,image_0,001311,sequences/05/image_0/001311.png,136.6202,204.678,-10.55334,153.5732
KITTI_odometry,05,image_0,001312,sequences/05/image_0/001312.png,136.7268,204.1091,-10.53316,153.5631
KITTI_odometry,05,image_0,001313,sequences/05/image_0/001313.png,136.828,203.5572,-10.51461,153.5661
KITTI_odometry,05,image_0,001314,sequences/05/image_0/001314.png,136.932,202.9763,-10.49273,153.5762
KITTI_odometry,05,image_0,001315,sequences/05/image_0/001315.png,137.0359,202.3792,-10.46874,153.5895
KITTI_odometry,05,image_0,001316,sequences/05/image_0/001316.png,137.1413,201.759,-10.44835,153.6159
KITTI_odometry,05,image_0,001317,sequences/05/image_0/001317.png,137.2437,201.1404,-10.43205,153.6497
KITTI_odometry,05,image_0,001318,sequences/05/image_0/001318.png,137.3477,200.497,-10.41478,153.6902
KITTI_odometry,05,image_0,001319,sequences/05/image_0/001319.png,137.4517,199.8419,-10.39426,153.7382
KITTI_odometry,05,image_0,001320,sequences/05/image_0/001320.png,137.5556,199.1758,-10.37368,153.7951
KITTI_odometry,05,image_0,001321,sequences/05/image_0/001321.png,137.6596,198.4946,-10.35316,153.861
KITTI_odometry,05,image_0,001322,sequences/05/image_0/001322.png,137.7635,197.8021,-10.33193,153.9313
KITTI_odometry,05,image_0,001323,sequences/05/image_0/001323.png,137.8675,197.094,-10.31021,154.0011
KITTI_odometry,05,image_0,001324,sequences/05/image_0/001324.png,137.9715,196.3718,-10.28919,154.0703
KITTI_odometry,05,image_0,001325,sequences/05/image_0/001325.png,138.0755,195.6353,-10.2672,154.138
KITTI_odometry,05,image_0,001326,sequences/05/image_0/001326.png,138.1795,194.8844,-10.24476,154.2055
KITTI_odometry,05,image_0,001327,sequences/05/image_0/001327.png,138.2835,194.1238,-10.22356,154.2759
KITTI_odometry,05,image_0,001328,sequences/05/image_0/001328.png,138.3877,193.3471,-10.20129,154.35
KITTI_odometry,05,image_0,001329,sequences/05/image_0/001329.png,138.4918,192.5603,-10.17859,154.4275
KITTI_odometry,05,image_0,001330,sequences/05/image_0/001330.png,138.5959,191.7608,-10.15494,154.5075
KITTI_odometry,05,image_0,001331,sequences/05/image_0/001331.png,138.7,190.9486,-10.13145,154.5913
KITTI_odometry,05,image_0,001332,sequences/05/image_0/001332.png,138.8041,190.1242,-10.10762,154.6772
KITTI_odometry,05,image_0,001333,sequences/05/image_0/001333.png,138.9083,189.2881,-10.08385,154.7653
KITTI_odometry,05,image_0,001334,sequences/05/image_0/001334.png,139.0124,188.4398,-10.05818,154.8549
KITTI_odometry,05,image_0,001335,sequences/05/image_0/001335.png,139.1167,187.5775,-10.03214,154.9465
KITTI_odometry,05,image_0,001336,sequences/05/image_0/001336.png,139.2208,186.7075,-10.0059,155.0433
KITTI_odometry,05,image_0,001337,sequences/05/image_0/001337.png,139.325,185.8227,-9.979757,155.1454
KITTI_odometry,05,image_0,001338,sequences/05/image_0/001338.png,139.4293,184.929,-9.953655,155.2508
KITTI_odometry,05,image_0,001339,sequences/05/image_0/001339.png,139.5335,184.0267,-9.928465,155.3613
KITTI_odometry,05,image_0,001340,sequences/05/image_0/001340.png,139.6377,183.1159,-9.903037,155.4765
KITTI_odometry,05,image_0,001341,sequences/05/image_0/001341.png,139.7419,182.1983,-9.877148,155.5946
KITTI_odometry,05,image_0,001342,sequences/05/image_0/001342.png,139.846,181.2721,-9.84983,155.7116
KITTI_odometry,05,image_0,001343,sequences/05/image_0/001343.png,139.9501,180.3399,-9.823217,155.8283
KITTI_odometry,05,image_0,001344,sequences/05/image_0/001344.png,140.0543,179.4023,-9.797071,155.9448
KITTI_odometry,05,image_0,001345,sequences/05/image_0/001345.png,140.1584,178.461,-9.770554,156.0594
KITTI_odometry,05,image_0,001346,sequences/05/image_0/001346.png,140.2626,177.5173,-9.743997,156.1736
KITTI_odometry,05,image_0,001347,sequences/05/image_0/001347.png,140.3668,176.57,-9.716532,156.2872
KITTI_odometry,05,image_0,001348,sequences/05/image_0/001348.png,140.4709,175.6244,-9.690185,156.4009
KITTI_odometry,05,image_0,001349,sequences/05/image_0/001349.png,140.575,174.6794,-9.663278,156.5118
KITTI_odometry,05,image_0,001350,sequences/05/image_0/001350.png,140.6791,173.7345,-9.637423,156.6236
KITTI_odometry,05,image_0,001351,sequences/05/image_0/001351.png,140.7833,172.7944,-9.613592,156.7353
KITTI_odometry,05,image_0,001352,sequences/05/image_0/001352.png,140.8875,171.8464,-9.588544,156.8455
KITTI_odometry,05,image_0,001353,sequences/05/image_0/001353.png,140.9917,170.901,-9.562791,156.954
KITTI_odometry,05,image_0,001354,sequences/05/image_0/001354.png,141.0958,169.956,-9.537515,157.0682
KITTI_odometry,05,image_0,001355,sequences/05/image_0/001355.png,141.1999,169.0164,-9.509588,157.1816
KITTI_odometry,05,image_0,001356,sequences/05/image_0/001356.png,141.304,168.0815,-9.480848,157.2953
KITTI_odometry,05,image_0,001357,sequences/05/image_0/001357.png,141.4081,167.1484,-9.453661,157.4095
KITTI_odometry,05,image_0,001358,sequences/05/image_0/001358.png,141.5124,166.2163,-9.427194,157.5251
KITTI_odometry,05,image_0,001359,sequences/05/image_0/001359.png,141.6165,165.2849,-9.400975,157.6409
KITTI_odometry,05,image_0,001360,sequences/05/image_0/001360.png,141.7207,164.3575,-9.372849,157.7557
KITTI_odometry,05,image_0,001361,sequences/05/image_0/001361.png,141.8248,163.4313,-9.345571,157.8717
KITTI_odometry,05,image_0,001362,sequences/05/image_0/001362.png,141.9289,162.5074,-9.319175,157.9875
KITTI_odometry,05,image_0,001363,sequences/05/image_0/001363.png,142.033,161.5861,-9.292716,158.1039
KITTI_odometry,05,image_0,001364,sequences/05/image_0/001364.png,142.1372,160.6649,-9.266246,158.2192
KITTI_odometry,05,image_0,001365,sequences/05/image_0/001365.png,142.2414,159.7474,-9.240598,158.3334
KITTI_odometry,05,image_0,001366,sequences/05/image_0/001366.png,142.3455,158.8262,-9.215462,158.4484
KITTI_odometry,05,image_0,001367,sequences/05/image_0/001367.png,142.4497,157.9056,-9.190463,158.5646
KITTI_odometry,05,image_0,001368,sequences/05/image_0/001368.png,142.5539,156.9846,-9.1649,158.6806
KITTI_odometry,05,image_0,001369,sequences/05/image_0/001369.png,142.6582,156.0604,-9.140166,158.797
KITTI_odometry,05,image_0,001370,sequences/05/image_0/001370.png,142.7624,155.1393,-9.115867,158.9131
KITTI_odometry,05,image_0,001371,sequences/05/image_0/001371.png,142.8667,154.2162,-9.090525,159.0321
KITTI_odometry,05,image_0,001372,sequences/05/image_0/001372.png,142.9708,153.2941,-9.066771,159.1524
KITTI_odometry,05,image_0,001373,sequences/05/image_0/001373.png,143.075,152.3682,-9.042943,159.2745
KITTI_odometry,05,image_0,001374,sequences/05/image_0/001374.png,143.1792,151.4395,-9.019547,159.3998
KITTI_odometry,05,image_0,001375,sequences/05/image_0/001375.png,143.2835,150.5097,-8.996322,159.5288
KITTI_odometry,05,image_0,001376,sequences/05/image_0/001376.png,143.3878,149.575,-8.97432,159.6596
KITTI_odometry,05,image_0,001377,sequences/05/image_0/001377.png,143.492,148.6405,-8.950701,159.7926
KITTI_odometry,05,image_0,001378,sequences/05/image_0/001378.png,143.5963,147.7026,-8.925186,159.9296
KITTI_odometry,05,image_0,001379,sequences/05/image_0/001379.png,143.7005,146.7596,-8.897821,160.0724
KITTI_odometry,05,image_0,001380,sequences/05/image_0/001380.png,143.8048,145.8138,-8.873649,160.2064
KITTI_odometry,05,image_0,001381,sequences/05/image_0/001381.png,143.9089,144.868,-8.847955,160.34
KITTI_odometry,05,image_0,001382,sequences/05/image_0/001382.png,144.0132,143.9212,-8.82219,160.4786
KITTI_odometry,05,image_0,001383,sequences/05/image_0/001383.png,144.1174,142.9636,-8.798621,160.6103
KITTI_odometry,05,image_0,001384,sequences/05/image_0/001384.png,144.2215,142.0006,-8.777652,160.7393
KITTI_odometry,05,image_0,001385,sequences/05/image_0/001385.png,144.3257,141.0308,-8.75628,160.8691
KITTI_odometry,05,image_0,001386,sequences/05/image_0/001386.png,144.4298,140.057,-8.733447,160.9971
KITTI_odometry,05,image_0,001387,sequences/05/image_0/001387.png,144.534,139.0743,-8.708487,161.1209
KITTI_odometry,05,image_0,001388,sequences/05/image_0/001388.png,144.6382,138.0862,-8.682182,161.2368
KITTI_odometry,05,image_0,001389,sequences/05/image_0/001389.png,144.7422,137.0922,-8.657386,161.3479
KITTI_odometry,05,image_0,001390,sequences/05/image_0/001390.png,144.8471,136.0806,-8.63153,161.4547
KITTI_odometry,05,image_0,001391,sequences/05/image_0/001391.png,144.9505,135.0773,-8.603418,161.5535
KITTI_odometry,05,image_0,001392,sequences/05/image_0/001392.png,145.055,134.0592,-8.574292,161.6494
KITTI_odometry,05,image_0,001393,sequences/05/image_0/001393.png,145.1589,133.0445,-8.547327,161.7452
KITTI_odometry,05,image_0,001394,sequences/05/image_0/001394.png,145.263,132.0245,-8.524129,161.8395
KITTI_odometry,05,image_0,001395,sequences/05/image_0/001395.png,145.3673,130.9936,-8.502804,161.9354
KITTI_odometry,05,image_0,001396,sequences/05/image_0/001396.png,145.4714,129.9554,-8.483625,162.0346
KITTI_odometry,05,image_0,001397,sequences/05/image_0/001397.png,145.5756,128.9108,-8.46379,162.1343
KITTI_odometry,05,image_0,001398,sequences/05/image_0/001398.png,145.6799,127.8589,-8.441519,162.2337
KITTI_odometry,05,image_0,001399,sequences/05/image_0/001399.png,145.784,126.8069,-8.416782,162.3308
KITTI_odometry,05,image_0,001400,sequences/05/image_0/001400.png,145.8883,125.7441,-8.389991,162.427
KITTI_odometry,05,image_0,001401,sequences/05/image_0/001401.png,145.9925,124.6838,-8.360019,162.5201
KITTI_odometry,05,image_0,001402,sequences/05/image_0/001402.png,146.0967,123.6206,-8.329073,162.6137
KITTI_odometry,05,image_0,001403,sequences/05/image_0/001403.png,146.2009,122.5559,-8.298898,162.7066
KITTI_odometry,05,image_0,001404,sequences/05/image_0/001404.png,146.305,121.4921,-8.268737,162.7987
KITTI_odometry,05,image_0,001405,sequences/05/image_0/001405.png,146.4093,120.4282,-8.239076,162.8917
KITTI_odometry,05,image_0,001406,sequences/05/image_0/001406.png,146.5134,119.3613,-8.210211,162.9858
KITTI_odometry,05,image_0,001407,sequences/05/image_0/001407.png,146.6175,118.2974,-8.182331,163.082
KITTI_odometry,05,image_0,001408,sequences/05/image_0/001408.png,146.7217,117.2327,-8.154696,163.18
KITTI_odometry,05,image_0,001409,sequences/05/image_0/001409.png,146.8259,116.1672,-8.128439,163.278
KITTI_odometry,05,image_0,001410,sequences/05/image_0/001410.png,146.93,115.1034,-8.101282,163.3778
KITTI_odometry,05,image_0,001411,sequences/05/image_0/001411.png,147.0342,114.0407,-8.072285,163.4755
KITTI_odometry,05,image_0,001412,sequences/05/image_0/001412.png,147.1384,112.9758,-8.042769,163.5739
KITTI_odometry,05,image_0,001413,sequences/05/image_0/001413.png,147.2425,111.9131,-8.015027,163.6726
KITTI_odometry,05,image_0,001414,sequences/05/image_0/001414.png,147.3467,110.8478,-7.987136,163.771
KITTI_odometry,05,image_0,001415,sequences/05/image_0/001415.png,147.4508,109.7863,-7.960902,163.8695
KITTI_odometry,05,image_0,001416,sequences/05/image_0/001416.png,147.555,108.7235,-7.932991,163.9668
KITTI_odometry,05,image_0,001417,sequences/05/image_0/001417.png,147.6591,107.6588,-7.905228,164.0632
KITTI_odometry,05,image_0,001418,sequences/05/image_0/001418.png,147.7632,106.5969,-7.876778,164.1598
KITTI_odometry,05,image_0,001419,sequences/05/image_0/001419.png,147.8674,105.5315,-7.84811,164.2537
KITTI_odometry,05,image_0,001420,sequences/05/image_0/001420.png,147.9717,104.4681,-7.819734,164.3486
KITTI_odometry,05,image_0,001421,sequences/05/image_0/001421.png,148.0758,103.4075,-7.790909,164.4442
KITTI_odometry,05,image_0,001422,sequences/05/image_0/001422.png,148.1799,102.3435,-7.761236,164.5375
KITTI_odometry,05,image_0,001423,sequences/05/image_0/001423.png,148.2842,101.2822,-7.734094,164.6297
KITTI_odometry,05,image_0,001424,sequences/05/image_0/001424.png,148.3882,100.2218,-7.707646,164.7278
KITTI_odometry,05,image_0,001425,sequences/05/image_0/001425.png,148.4925,99.16164,-7.683873,164.8259
KITTI_odometry,05,image_0,001426,sequences/05/image_0/001426.png,148.5968,98.09918,-7.662549,164.9294
KITTI_odometry,05,image_0,001427,sequences/05/image_0/001427.png,148.7009,97.03028,-7.643365,165.0432
KITTI_odometry,05,image_0,001428,sequences/05/image_0/001428.png,148.8051,95.95955,-7.620633,165.1647
KITTI_odometry,05,image_0,001429,sequences/05/image_0/001429.png,148.9093,94.89103,-7.597134,165.2874
KITTI_odometry,05,image_0,001430,sequences/05/image_0/001430.png,149.0136,93.81889,-7.571147,165.4159
KITTI_odometry,05,image_0,001431,sequences/05/image_0/001431.png,149.1176,92.74689,-7.54644,165.5475
KITTI_odometry,05,image_0,001432,sequences/05/image_0/001432.png,149.2218,91.67543,-7.518616,165.6801
KITTI_odometry,05,image_0,001433,sequences/05/image_0/001433.png,149.3261,90.59994,-7.489494,165.8168
KITTI_odometry,05,image_0,001434,sequences/05/image_0/001434.png,149.4303,89.52646,-7.463326,165.956
KITTI_odometry,05,image_0,001435,sequences/05/image_0/001435.png,149.5343,88.4542,-7.437899,166.0963
KITTI_odometry,05,image_0,001436,sequences/05/image_0/001436.png,149.6384,87.37709,-7.414075,166.2382
KITTI_odometry,05,image_0,001437,sequences/05/image_0/001437.png,149.7425,86.29789,-7.391608,166.3815
KITTI_odometry,05,image_0,001438,sequences/05/image_0/001438.png,149.8466,85.21041,-7.368608,166.5279
KITTI_odometry,05,image_0,001439,sequences/05/image_0/001439.png,149.9509,84.1229,-7.34551,166.6739
KITTI_odometry,05,image_0,001440,sequences/05/image_0/001440.png,150.0551,83.03361,-7.320591,166.8171
KITTI_odometry,05,image_0,001441,sequences/05/image_0/001441.png,150.1589,81.94406,-7.29309,166.96
KITTI_odometry,05,image_0,001442,sequences/05/image_0/001442.png,150.2633,80.84055,-7.261076,167.1025
KITTI_odometry,05,image_0,001443,sequences/05/image_0/001443.png,150.3671,79.73697,-7.227048,167.2388
KITTI_odometry,05,image_0,001444,sequences/05/image_0/001444.png,150.4713,78.63341,-7.191115,167.3734
KITTI_odometry,05,image_0,001445,sequences/05/image_0/001445.png,150.5753,77.53438,-7.157274,167.5036
KITTI_odometry,05,image_0,001446,sequences/05/image_0/001446.png,150.6794,76.42718,-7.125179,167.6295
KITTI_odometry,05,image_0,001447,sequences/05/image_0/001447.png,150.7835,75.30977,-7.097765,167.7515
KITTI_odometry,05,image_0,001448,sequences/05/image_0/001448.png,150.8878,74.1784,-7.069079,167.8713
KITTI_odometry,05,image_0,001449,sequences/05/image_0/001449.png,150.9918,73.05032,-7.037583,167.9864
KITTI_odometry,05,image_0,001450,sequences/05/image_0/001450.png,151.096,71.9185,-7.003965,168.0969
KITTI_odometry,05,image_0,001451,sequences/05/image_0/001451.png,151.2001,70.78102,-6.971223,168.2062
KITTI_odometry,05,image_0,001452,sequences/05/image_0/001452.png,151.3042,69.64086,-6.938403,168.3154
KITTI_odometry,05,image_0,001453,sequences/05/image_0/001453.png,151.4083,68.49609,-6.904209,168.4244
KITTI_odometry,05,image_0,001454,sequences/05/image_0/001454.png,151.5124,67.34864,-6.870182,168.533
KITTI_odometry,05,image_0,001455,sequences/05/image_0/001455.png,151.6165,66.19437,-6.835201,168.6371
KITTI_odometry,05,image_0,001456,sequences/05/image_0/001456.png,151.7206,65.03963,-6.801731,168.7381
KITTI_odometry,05,image_0,001457,sequences/05/image_0/001457.png,151.8246,63.8774,-6.767235,168.8352
KITTI_odometry,05,image_0,001458,sequences/05/image_0/001458.png,151.9288,62.71033,-6.732019,168.9315
KITTI_odometry,05,image_0,001459,sequences/05/image_0/001459.png,152.0329,61.5417,-6.69618,169.0232
KITTI_odometry,05,image_0,001460,sequences/05/image_0/001460.png,152.1371,60.37571,-6.659304,169.1131
KITTI_odometry,05,image_0,001461,sequences/05/image_0/001461.png,152.2412,59.21443,-6.621591,169.1996
KITTI_odometry,05,image_0,001462,sequences/05/image_0/001462.png,152.3453,58.05159,-6.585898,169.284
KITTI_odometry,05,image_0,001463,sequences/05/image_0/001463.png,152.4494,56.89176,-6.55129,169.3656
KITTI_odometry,05,image_0,001464,sequences/05/image_0/001464.png,152.5535,55.73464,-6.517709,169.4468
KITTI_odometry,05,image_0,001465,sequences/05/image_0/001465.png,152.6576,54.57773,-6.484729,169.5247
KITTI_odometry,05,image_0,001466,sequences/05/image_0/001466.png,152.7618,53.42406,-6.451831,169.6041
KITTI_odometry,05,image_0,001467,sequences/05/image_0/001467.png,152.8659,52.27198,-6.41965,169.6819
KITTI_odometry,05,image_0,001468,sequences/05/image_0/001468.png,152.97,51.12484,-6.387439,169.7562
KITTI_odometry,05,image_0,001469,sequences/05/image_0/001469.png,153.0743,49.97639,-6.35455,169.8313
KITTI_odometry,05,image_0,001470,sequences/05/image_0/001470.png,153.1784,48.83352,-6.32419,169.9034
KITTI_odometry,05,image_0,001471,sequences/05/image_0/001471.png,153.2825,47.69988,-6.297182,169.9755
KITTI_odometry,05,image_0,001472,sequences/05/image_0/001472.png,153.3867,46.56422,-6.272495,170.0463
KITTI_odometry,05,image_0,001473,sequences/05/image_0/001473.png,153.4908,45.43186,-6.250107,170.1164
KITTI_odometry,05,image_0,001474,sequences/05/image_0/001474.png,153.5949,44.29936,-6.226617,170.1873
KITTI_odometry,05,image_0,001475,sequences/05/image_0/001475.png,153.699,43.17387,-6.202174,170.2539
KITTI_odometry,05,image_0,001476,sequences/05/image_0/001476.png,153.8035,42.05161,-6.17477,170.3153
KITTI_odometry,05,image_0,001477,sequences/05/image_0/001477.png,153.9073,40.94509,-6.147108,170.3738
KITTI_odometry,05,image_0,001478,sequences/05/image_0/001478.png,154.0115,39.83916,-6.117455,170.4305
KITTI_odometry,05,image_0,001479,sequences/05/image_0/001479.png,154.1156,38.74245,-6.088215,170.4827
KITTI_odometry,05,image_0,001480,sequences/05/image_0/001480.png,154.2197,37.66296,-6.057652,170.5334
KITTI_odometry,05,image_0,001481,sequences/05/image_0/001481.png,154.3239,36.59221,-6.026683,170.5825
KITTI_odometry,05,image_0,001482,sequences/05/image_0/001482.png,154.428,35.53534,-5.996165,170.6297
KITTI_odometry,05,image_0,001483,sequences/05/image_0/001483.png,154.5322,34.49412,-5.965499,170.6738
KITTI_odometry,05,image_0,001484,sequences/05/image_0/001484.png,154.6368,33.46274,-5.935626,170.7175
KITTI_odometry,05,image_0,001485,sequences/05/image_0/001485.png,154.7404,32.46088,-5.90536,170.7583
KITTI_odometry,05,image_0,001486,sequences/05/image_0/001486.png,154.8446,31.46543,-5.875136,170.7951
KITTI_odometry,05,image_0,001487,sequences/05/image_0/001487.png,154.9486,30.48833,-5.845567,170.8291
KITTI_odometry,05,image_0,001488,sequences/05/image_0/001488.png,155.0528,29.52698,-5.815888,170.8627
KITTI_odometry,05,image_0,001489,sequences/05/image_0/001489.png,155.1572,28.57775,-5.787166,170.895
KITTI_odometry,05,image_0,001490,sequences/05/image_0/001490.png,155.2612,27.65026,-5.760157,170.9265
KITTI_odometry,05,image_0,001491,sequences/05/image_0/001491.png,155.3653,26.73632,-5.73475,170.955
KITTI_odometry,05,image_0,001492,sequences/05/image_0/001492.png,155.4695,25.83869,-5.709218,170.9809
KITTI_odometry,05,image_0,001493,sequences/05/image_0/001493.png,155.5737,24.9603,-5.685086,171.0072
KITTI_odometry,05,image_0,001494,sequences/05/image_0/001494.png,155.6779,24.09664,-5.661564,171.0324
KITTI_odometry,05,image_0,001495,sequences/05/image_0/001495.png,155.7821,23.25295,-5.641612,171.0614
KITTI_odometry,05,image_0,001496,sequences/05/image_0/001496.png,155.8864,22.41755,-5.619879,171.0938
KITTI_odometry,05,image_0,001497,sequences/05/image_0/001497.png,155.9906,21.59952,-5.600759,171.1323
KITTI_odometry,05,image_0,001498,sequences/05/image_0/001498.png,156.095,20.79122,-5.580908,171.1744
KITTI_odometry,05,image_0,001499,sequences/05/image_0/001499.png,156.1993,20.02074,-5.563485,171.2401
KITTI_odometry,05,image_0,001500,sequences/05/image_0/001500.png,156.3035,19.31659,-5.549652,171.3446
KITTI_odometry,05,image_0,001501,sequences/05/image_0/001501.png,156.4079,18.61169,-5.535798,171.4492
KITTI_odometry,05,image_0,001502,sequences/05/image_0/001502.png,156.5123,17.90668,-5.521934,171.5538
KITTI_odometry,05,image_0,001503,sequences/05/image_0/001503.png,156.6167,17.20176,-5.508066,171.6584
KITTI_odometry,05,image_0,001504,sequences/05/image_0/001504.png,156.7209,16.49795,-5.494212,171.7627
KITTI_odometry,05,image_0,001505,sequences/05/image_0/001505.png,156.8252,15.79417,-5.480351,171.8671
KITTI_odometry,05,image_0,001506,sequences/05/image_0/001506.png,156.9295,15.08984,-5.466472,171.9715
KITTI_odometry,05,image_0,001507,sequences/05/image_0/001507.png,157.0338,14.38616,-5.452598,172.0758
KITTI_odometry,05,image_0,001508,sequences/05/image_0/001508.png,157.138,13.68293,-5.438726,172.1799
KITTI_odometry,05,image_0,001509,sequences/05/image_0/001509.png,157.2421,12.98042,-5.424859,172.284
KITTI_odometry,05,image_0,001510,sequences/05/image_0/001510.png,157.3464,12.27716,-5.41097,172.3881
KITTI_odometry,05,image_0,001511,sequences/05/image_0/001511.png,157.4505,11.57479,-5.39709,172.4921
KITTI_odometry,05,image_0,001512,sequences/05/image_0/001512.png,157.5546,10.87241,-5.383201,172.596
KITTI_odometry,05,image_0,001513,sequences/05/image_0/001513.png,157.6588,10.17025,-5.369307,172.6999
KITTI_odometry,05,image_0,001514,sequences/05/image_0/001514.png,157.7629,9.442106,-5.355689,172.8058
KITTI_odometry,05,image_0,001515,sequences/05/image_0/001515.png,157.8671,8.838192,-5.34064,172.9076
KITTI_odometry,05,image_0,001516,sequences/05/image_0/001516.png,157.9712,8.251533,-5.327136,173.0023
KITTI_odometry,05,image_0,001517,sequences/05/image_0/001517.png,158.0753,7.682227,-5.31349,173.0935
KITTI_odometry,05,image_0,001518,sequences/05/image_0/001518.png,158.1794,7.13235,-5.302335,173.177
KITTI_odometry,05,image_0,001519,sequences/05/image_0/001519.png,158.2835,6.605054,-5.29074,173.2539
KITTI_odometry,05,image_0,001520,sequences/05/image_0/001520.png,158.3877,6.095177,-5.276949,173.323
KITTI_odometry,05,image_0,001521,sequences/05/image_0/001521.png,158.4919,5.611287,-5.263627,173.3874
KITTI_odometry,05,image_0,001522,sequences/05/image_0/001522.png,158.5961,5.150884,-5.252069,173.4464
KITTI_odometry,05,image_0,001523,sequences/05/image_0/001523.png,158.7003,4.717735,-5.24268,173.4989
KITTI_odometry,05,image_0,001524,sequences/05/image_0/001524.png,158.8044,4.309371,-5.233773,173.5445
KITTI_odometry,05,image_0,001525,sequences/05/image_0/001525.png,158.9086,3.925632,-5.22378,173.5834
KITTI_odometry,05,image_0,001526,sequences/05/image_0/001526.png,159.0129,3.568804,-5.214912,173.6202
KITTI_odometry,05,image_0,001527,sequences/05/image_0/001527.png,159.117,3.23742,-5.206743,173.6519
KITTI_odometry,05,image_0,001528,sequences/05/image_0/001528.png,159.2213,2.92919,-5.20024,173.6803
KITTI_odometry,05,image_0,001529,sequences/05/image_0/001529.png,159.3255,2.641612,-5.195601,173.7054
KITTI_odometry,05,image_0,001530,sequences/05/image_0/001530.png,159.4298,2.375838,-5.19204,173.7296
KITTI_odometry,05,image_0,001531,sequences/05/image_0/001531.png,159.534,2.13064,-5.188621,173.7531
KITTI_odometry,05,image_0,001532,sequences/05/image_0/001532.png,159.6381,1.899632,-5.186109,173.7763
KITTI_odometry,05,image_0,001533,sequences/05/image_0/001533.png,159.7426,1.679549,-5.183851,173.7991
KITTI_odometry,05,image_0,001534,sequences/05/image_0/001534.png,159.8466,1.465756,-5.181795,173.8189
KITTI_odometry,05,image_0,001535,sequences/05/image_0/001535.png,159.9509,1.258618,-5.179715,173.8391
KITTI_odometry,05,image_0,001536,sequences/05/image_0/001536.png,160.0552,1.056923,-5.178565,173.8596
KITTI_odometry,05,image_0,001537,sequences/05/image_0/001537.png,160.1594,0.8596177,-5.177557,173.8793
KITTI_odometry,05,image_0,001538,sequences/05/image_0/001538.png,160.2637,0.6630867,-5.175312,173.8951
KITTI_odometry,05,image_0,001539,sequences/05/image_0/001539.png,160.3679,0.465217,-5.169903,173.9093
KITTI_odometry,05,image_0,001540,sequences/05/image_0/001540.png,160.4722,0.2667551,-5.164967,173.9252
